FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Oferta),BASEMONEDA (importe),Unidades,CENTROCOSTE3
10/13/2016,332,MoreToMath Curriculum Pack 1 - 2,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,0,1.00,14110
10/13/2016,332,LearnToLearn Core Set & Curriculum Pack,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,93.89,1.00,14110
10/13/2016,332,StoryStarter Curriculum Pack & Software,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,105.7,1.00,14110
10/13/2016,332,Simple Machines Set,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,53.07,1.00,14110
10/13/2016,332,Simple & Powered Machines Set,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,141.95,1.00,14110
10/13/2016,332,SERVICIOS PRESTADOS,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,-58,-1.00,14110
6/22/2016,476,LEGO® MINDSTORMS® Education EV3 Core Set,476,AMPA LA MERCED,226,2159.94,6.00,14110
6/22/2016,476,Transformer 10V DC,476,AMPA LA MERCED,226,60.78,3.00,14110
6/22/2016,476,SERVICIOS PRESTADOS,476,AMPA LA MERCED,226,-113.28,-1.00,14110
4/28/2016,492,LEGO® MINDSTORMS® NXT Education Base Set,492,IES ARXIDUC LLUÍS SALVADOR,132,300.38,1.00,14110
4/28/2016,492,GASTOS DE ENVIO,492,IES ARXIDUC LLUÍS SALVADOR,132,9,1.00,14110
4/28/2016,492,SERVICIOS PRESTADOS,492,IES ARXIDUC LLUÍS SALVADOR,132,0,-1.00,14110
5/2/2016,500,LEGO Education WeDo Construction Set,500,CASA JESUS-MARIA,135,2857,25.00,14110
5/2/2016,500,LEGO® MINDSTORMS® Education EV3 Core Set,500,CASA JESUS-MARIA,135,359.99,1.00,14110
5/2/2016,500,Transformer 10V DC,500,CASA JESUS-MARIA,135,20.26,1.00,14110
5/2/2016,500,Simple Machines Set,500,CASA JESUS-MARIA,135,477.63,9.00,14110
5/2/2016,500,SERVICIOS PRESTADOS,500,CASA JESUS-MARIA,135,-185.74,-1.00,14110
5/25/2016,509,LEGO® Education WeDo 2.0 Core Set,509,CAXTON COLLEGE,167,1953,14.00,14110
5/25/2016,509,SERVICIOS PRESTADOS,509,CAXTON COLLEGE,167,-97.65,-1.00,14110
5/3/2016,511,Pack aula 12 - 4 MINDSTORMS EV3 + ACCESORIOS,511,IES MATA JOVE,137,1652.48,1.00,14110
5/3/2016,511,LEGO® MINDSTORMS® Education EV3 Core Set,511,IES MATA JOVE,137,0,4.00,14110
5/3/2016,511,LEGO® MINDSTORMS® Education EV3 Expansio,511,IES MATA JOVE,137,0,4.00,14110
5/3/2016,511,Transformer 10V DC,511,IES MATA JOVE,137,0,2.00,14110
5/17/2016,542,LEGO® MINDSTORMS® Education EV3 Core Set,542,BIHOTZ GAZTEA IKASTOLA,153,0,10.00,14110
5/17/2016,542,LEGO® MINDSTORMS® Education EV3 Expansio,542,BIHOTZ GAZTEA IKASTOLA,153,0,10.00,14110
5/17/2016,542,Transformer 10V DC,542,BIHOTZ GAZTEA IKASTOLA,153,0,5.00,14110
5/17/2016,542,SERVICIOS PRESTADOS,542,BIHOTZ GAZTEA IKASTOLA,153,4326,1.00,14110
6/30/2016,546,LEGO® MINDSTORMS® Education EV3 Core Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,1799.95,5.00,14110
6/30/2016,546,Transformer 10V DC,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,40.52,2.00,14110
6/30/2016,546,Simple & Powered Machines Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,1703.4,12.00,14110
6/30/2016,546,Introducing Simple & Powered Machines,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,97.92,1.00,14110
6/30/2016,546,SERVICIOS PRESTADOS,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,-190,-1.00,14110
11/4/2016,632,LEGO® MINDSTORMS® Education EV3 Core Set,632,COLEGIO NAZARET REALEJOS,720,719.98,2.00,14110
11/4/2016,632,SERVICIOS PRESTADOS,632,COLEGIO NAZARET REALEJOS,720,-72,-1.00,14110
11/4/2016,632,GASTOS DE ENVIO,632,COLEGIO NAZARET REALEJOS,720,26,1.00,14110
7/6/2016,636,LEGO® Education WeDo 2.0 Core Set,636,ESCOLA BENVIURE,273,837,6.00,14110
7/6/2016,636,SERVICIOS PRESTADOS,636,ESCOLA BENVIURE,273,-41.85,-1.00,14110
7/7/2016,638,LEGO Education WeDo Construction Set,638,ESCOLA NOU PATUFET,278,975.2,8.00,14110
7/7/2016,638,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,638,ESCOLA NOU PATUFET,278,76.78,1.00,14110
7/7/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,278,-52.6,-1.00,14110
7/7/2016,638,LEGO® Education WeDo 2.0 Core Set,638,ESCOLA NOU PATUFET,279,1116,8.00,14110
7/7/2016,638,Curriculum Pack LEGO Education WeDo 2.0,638,ESCOLA NOU PATUFET,279,0,1.00,14110
7/7/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,279,-56,-1.00,14110
7/7/2016,638,LEGO® MINDSTORMS® Education EV3 Core Set,638,ESCOLA NOU PATUFET,280,1439.96,4.00,14110
7/7/2016,638,Transformer 10V DC,638,ESCOLA NOU PATUFET,280,40.52,2.00,14110
7/7/2016,638,Pack EV3 Space Challenge Set and Activity Pack,638,ESCOLA NOU PATUFET,280,260.29,1.00,14110
7/7/2016,638,EV3 Space Challenge Set,638,ESCOLA NOU PATUFET,280,0,1.00,14110
7/7/2016,638,EV3 Space Challenge Activity Pack,638,ESCOLA NOU PATUFET,280,0,1.00,14110
7/7/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,280,-90,-1.00,14110
9/13/2016,638,Simple Machines Set,638,ESCOLA NOU PATUFET,417,0,8.00,14110
9/13/2016,638,Activity Pack for Simple Machines,638,ESCOLA NOU PATUFET,417,0,1.00,14110
9/13/2016,638,LEGO Education WeDo Construction Set,638,ESCOLA NOU PATUFET,417,609.5,5.00,14110
9/13/2016,638,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,638,ESCOLA NOU PATUFET,417,76.78,1.00,14110
9/13/2016,638,LEGO® Education WeDo 2.0 Core Set,638,ESCOLA NOU PATUFET,417,837,6.00,14110
9/13/2016,638,Curriculum Pack LEGO Education WeDo 2.0,638,ESCOLA NOU PATUFET,417,0,1.00,14110
9/13/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,417,1447.93,1.00,14110
9/13/2016,638,LEGO® MINDSTORMS® Education EV3 Core Set,638,ESCOLA NOU PATUFET,417,0,4.00,14110
9/13/2016,638,LEGO® MINDSTORMS® Education EV3 Expansio,638,ESCOLA NOU PATUFET,417,0,2.00,14110
9/13/2016,638,Transformer 10V DC,638,ESCOLA NOU PATUFET,417,0,2.00,14110
9/13/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,417,399,1.00,14110
9/13/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,417,-76.16,-1.00,14110
9/6/2016,674,LEGO® MINDSTORMS® Education EV3 Core Set,674,COLEGIO PUERTOBLANCO,386,1439.96,4.00,14110
9/6/2016,674,Transformer 10V DC,674,COLEGIO PUERTOBLANCO,386,40.52,2.00,14110
9/6/2016,674,SERVICIOS PRESTADOS,674,COLEGIO PUERTOBLANCO,386,-74.02,-1.00,14110
9/6/2016,674,LEGO Education WeDo Construction Set,674,COLEGIO PUERTOBLANCO,387,731.4,6.00,14110
9/6/2016,674,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,674,COLEGIO PUERTOBLANCO,387,76.78,1.00,14110
9/6/2016,674,SERVICIOS PRESTADOS,674,COLEGIO PUERTOBLANCO,387,-40.41,-1.00,14110
9/29/2016,674,LEGO Education WeDo Construction Set,674,COLEGIO PUERTOBLANCO,508,243.8,2.00,14110
9/29/2016,674,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,674,COLEGIO PUERTOBLANCO,508,76.78,1.00,14110
9/29/2016,674,SERVICIOS PRESTADOS,674,COLEGIO PUERTOBLANCO,508,-16.03,-1.00,14110
9/16/2016,694,LEGO® MINDSTORMS® Education EV3 Core Set,694,COLEGIO INTERNACIONAL CAMPO LARA,442,0,2.00,14110
9/16/2016,694,Transformer 10V DC,694,COLEGIO INTERNACIONAL CAMPO LARA,442,0,1.00,14110
9/19/2016,697,SERVICIOS PRESTADOS,697,FUNDACIÓ PRIVADA ELS ARCS,451,1445,1.00,14110
9/19/2016,697,LEGO® MINDSTORMS® Education EV3 Core Set,697,FUNDACIÓ PRIVADA ELS ARCS,451,0,4.00,14110
9/19/2016,697,Transformer 10V DC,697,FUNDACIÓ PRIVADA ELS ARCS,451,0,4.00,14110
9/19/2016,697,LEGO® MINDSTORMS® Education EV3 Expansio,697,FUNDACIÓ PRIVADA ELS ARCS,451,0,2.00,14110
9/22/2016,706,LEGO Education WeDo Construction Set,706,COLEGIO SANTA ANA DE BUÑUEL,473,609.5,5.00,14110
9/22/2016,706,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,706,COLEGIO SANTA ANA DE BUÑUEL,473,76.78,1.00,14110
9/22/2016,706,SERVICIOS PRESTADOS,706,COLEGIO SANTA ANA DE BUÑUEL,473,-34.31,-1.00,14110
9/30/2016,710,LEGO® MINDSTORMS® Education EV3 Expansio,710,ESCOLA MARIA ANNA MOGAS,527,515.3,5.00,14110
9/30/2016,710,SERVICIOS PRESTADOS,710,ESCOLA MARIA ANNA MOGAS,527,-25.77,-1.00,14110
9/27/2016,715,LEGO® MINDSTORMS® Education EV3 Core Set,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,1439.96,4.00,14110
9/27/2016,715,Transformer 10V DC,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,40.52,2.00,14110
9/27/2016,715,LEGO Education WeDo Construction Set,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,731.4,6.00,14110
9/27/2016,715,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,76.78,1.00,14110
9/27/2016,715,SERVICIOS PRESTADOS,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,-114.43,-1.00,14110
9/28/2016,721,LEGO® MINDSTORMS® Education EV3 Core Set,721,IES JOAN D'ÀUSTRIA,504,2879.92,8.00,14110
9/28/2016,721,Transformer 10V DC,721,IES JOAN D'ÀUSTRIA,504,81.04,4.00,14110
9/28/2016,721,SERVICIOS PRESTADOS,721,IES JOAN D'ÀUSTRIA,504,-148.05,-1.00,14110
9/29/2016,726,LEGO® MINDSTORMS® Education EV3 Core Set,726,IES VALLE DEL OJA,512,0,2.00,14110
9/29/2016,726,Transformer 10V DC,726,IES VALLE DEL OJA,512,0,1.00,14110
9/29/2016,726,LEGO® MINDSTORMS® Education EV3 Core Set,726,IES VALLE DEL OJA,513,359.99,1.00,14110
9/29/2016,726,Transformer 10V DC,726,IES VALLE DEL OJA,513,20.26,1.00,14110
9/29/2016,726,SERVICIOS PRESTADOS,726,IES VALLE DEL OJA,513,-38.03,-1.00,14110
9/30/2016,729,LEGO Education WeDo Construction Set,729,COLEGIO LOS OLIVOS PADRES AGUSTINOS DE MÁLAGA,525,2438,20.00,14110
9/30/2016,729,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,729,COLEGIO LOS OLIVOS PADRES AGUSTINOS DE MÁLAGA,525,76.78,1.00,14110
9/30/2016,729,SERVICIOS PRESTADOS,729,COLEGIO LOS OLIVOS PADRES AGUSTINOS DE MÁLAGA,525,-200,-1.00,14110
9/30/2016,729,LEGO Education WeDo Construction Set,729,COLEGIO LOS OLIVOS PADRES AGUSTINOS DE MÁLAGA,526,1950.4,16.00,14110
9/30/2016,729,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,729,COLEGIO LOS OLIVOS PADRES AGUSTINOS DE MÁLAGA,526,76.78,1.00,14110
9/30/2016,729,SERVICIOS PRESTADOS,729,COLEGIO LOS OLIVOS PADRES AGUSTINOS DE MÁLAGA,526,-140,-1.00,14110
11/16/2016,733,Curso de Formación de Profesorado,733,COLEGIO LOPE DE VEGA,778,1440,1.00,14110
10/17/2016,744,LEGO® MINDSTORMS® Education EV3 Core Set,744,COLEGIO NUESTRA SEÑORA DE LA SALUD - MARISTAS ALGEMESÍ,620,1799.95,5.00,14110
10/17/2016,744,Transformer 10V DC,744,COLEGIO NUESTRA SEÑORA DE LA SALUD - MARISTAS ALGEMESÍ,620,40.52,2.00,14110
10/17/2016,744,SERVICIOS PRESTADOS,744,COLEGIO NUESTRA SEÑORA DE LA SALUD - MARISTAS ALGEMESÍ,620,-92.02,-1.00,14110
10/18/2016,745,Simple & Powered Machines Set,745,FEDAC LLEIDA,621,851.7,6.00,14110
10/18/2016,745,Introducing Simple & Powered Machines,745,FEDAC LLEIDA,621,97.92,1.00,14110
10/18/2016,745,Advancing with Simple & Powered Machines,745,FEDAC LLEIDA,621,64.99,1.00,14110
10/18/2016,745,SERVICIOS PRESTADOS,745,FEDAC LLEIDA,621,-50.73,-1.00,14110
11/2/2016,764,LEGO® Education WeDo 2.0 Core Set,764,COLEGIO MANUEL SIUROT,700,837,6.00,14110
11/2/2016,764,LEGO® MINDSTORMS® Education EV3 Core Set,764,COLEGIO MANUEL SIUROT,700,1439.96,4.00,14110
11/2/2016,764,Transformer 10V DC,764,COLEGIO MANUEL SIUROT,700,81.04,4.00,14110
11/2/2016,764,SERVICIOS PRESTADOS,764,COLEGIO MANUEL SIUROT,700,-117.9,-1.00,14110
11/3/2016,765,LEGO® MINDSTORMS® Education EV3 Core Set,765,IES ÁGORA,702,0,2.00,14110
11/3/2016,765,Transformer 10V DC,765,IES ÁGORA,702,0,1.00,14110
11/3/2016,765,LEGO® MINDSTORMS® Education EV3 Core Set,765,IES ÁGORA,703,359.99,1.00,14110
11/3/2016,765,Transformer 10V DC,765,IES ÁGORA,703,20.26,1.00,14110
11/3/2016,765,SERVICIOS PRESTADOS,765,IES ÁGORA,703,-38.25,-1.00,14110
11/22/2016,780,Early Simple Machines Set,780,CEIP PIO DEL RIO HORTEGA,802,128.58,1.00,14110
11/22/2016,780,SERVICIOS PRESTADOS,780,CEIP PIO DEL RIO HORTEGA,802,-6.43,-1.00,14110
11/24/2016,786,LEGO® MINDSTORMS® Education EV3 Core Set,786,SAGRADO CORAZÓN HERMANOS CORAZONISTAS,820,0,3.00,14110
11/24/2016,786,LEGO® MINDSTORMS® Education EV3 Expansio,786,SAGRADO CORAZÓN HERMANOS CORAZONISTAS,820,0,3.00,14110
11/24/2016,786,Transformer 10V DC,786,SAGRADO CORAZÓN HERMANOS CORAZONISTAS,820,0,3.00,14110
11/24/2016,786,SERVICIOS PRESTADOS,786,SAGRADO CORAZÓN HERMANOS CORAZONISTAS,820,1333.95,1.00,14110
12/5/2016,806,SERVICIOS PRESTADOS,806,CRP PALLARS JUSSÀ,865,785.11,1.00,14110
12/5/2016,806,LEGO® Education WeDo 2.0 Core Set,806,CRP PALLARS JUSSÀ,865,0,6.00,14110
12/5/2016,806,Curriculum Pack LEGO Education WeDo 2.0,806,CRP PALLARS JUSSÀ,865,0,1.00,14110
12/15/2016,815,LEGO® MINDSTORMS® Education EV3 Core Set,815,COLEGIO MATER SALVATORIS,892,719.98,2.00,14110
12/15/2016,815,Transformer 10V DC,815,COLEGIO MATER SALVATORIS,892,20.26,1.00,14110
12/15/2016,815,EV3 Rechargeable DC Battery,815,COLEGIO MATER SALVATORIS,892,170.52,2.00,14110
12/15/2016,815,SERVICIOS PRESTADOS,815,COLEGIO MATER SALVATORIS,892,-45.53,-1.00,14110
11/25/2016,225,LEGO® MINDSTORMS® Education EV3 Core Set,225,IES ZALLABHI,823,287.99,1.00,14110
4/27/2016,494,Simple & Powered Machines Set,494,CP JUAN PABLO BONET,128,269.71,2.00,14110
4/27/2016,494,Introducing Simple & Powered Machines,494,CP JUAN PABLO BONET,128,93.02,1.00,14110
4/27/2016,494,LearnToLearn Core Set & Curriculum Pack,494,CP JUAN PABLO BONET,128,89.2,1.00,14110
11/28/2016,791,LEGO® MINDSTORMS® Education EV3 Core Set,791,IES FLORIDABLANCA,828,3455.9,12.00,14110
11/28/2016,791,LEGO® MINDSTORMS® Education EV3 Expansio,791,IES FLORIDABLANCA,828,494.69,6.00,14110
11/28/2016,791,Transformer 10V DC,791,IES FLORIDABLANCA,828,97.25,6.00,14110
2/9/2015,0245544,Pack aula 24 - 8 MINDSTORMS EV3 + ACCESORIOS,647,IES PUERTAS DEL CAMPO,9,3553.68,1.00,14110
3/2/2015,45517,Transformer 10V DC,664,COLEGIO DE FOMENTO NELVA,17,25.13,1.00,14110
3/2/2015,045544,Pack Básico EV3 Referencia 45544 + software 2000045,664,COLEGIO DE FOMENTO NELVA,17,366.43,1.00,14110
5/29/2015,9580,LEGO Education WeDo Construction Set,710,Colegio Cristo Rey,43,1295.4,12.00,14110
5/29/2015,9580,LEGO Education WeDo Construction Set,710,Colegio Cristo Rey,44,1295.4,12.00,14110
5/29/2015,45517,Transformer 10V DC,710,Colegio Cristo Rey,43,125.65,5.00,14110
5/29/2015,45544,LEGO® MINDSTORMS Education EV3 Core Set,710,Colegio Cristo Rey,43,2439.6,8.00,14110
5/29/2015,045570,Pack EV3 Space Challenge Set and Activity Pack,710,Colegio Cristo Rey,43,260.33,1.00,14110
5/29/2015,045570,Pack EV3 Space Challenge Set and Activity Pack,710,Colegio Cristo Rey,44,260.33,1.00,14110
5/29/2015,0245544,Pack aula 24 - 8 MINDSTORMS EV3 + ACCESORIOS,710,Colegio Cristo Rey,44,3553.68,1.00,14110
5/29/2015,2000046,LEGO® MINDSTORMS Education EV3 Software Site License,710,Colegio Cristo Rey,43,322.46,1.00,14110
5/29/2015,2000097,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,710,Colegio Cristo Rey,43,71.64,1.00,14110
5/29/2015,2000097,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,710,Colegio Cristo Rey,44,71.64,1.00,14110
7/21/2015,9580,LEGO Education WeDo Construction Set,696,COLEGIO LOS BOSCOS,62,218.02,2.00,14110
7/21/2015,9689,Simple Machines Set,696,COLEGIO LOS BOSCOS,62,52.69,1.00,14110
7/3/2015,45517,Transformer 10V DC,429,IES DOS MARES,53,56.88,3.00,14110
7/3/2015,45517,Transformer 10V DC,429,IES DOS MARES,52,113.76,6.00,14110
7/3/2015,45544,LEGO® MINDSTORMS Education EV3 Core Set,429,IES DOS MARES,53,3964.35,13.00,14110
7/3/2015,45544,LEGO® MINDSTORMS Education EV3 Core Set,429,IES DOS MARES,52,4879.2,16.00,14110
7/3/2015,45560,LEGO® MINDSTORMS Education EV3 Expansion Set,429,IES DOS MARES,52,1550.4,16.00,14110
7/3/2015,45560,LEGO® MINDSTORMS Education EV3 Expansion Set,429,IES DOS MARES,53,1550.4,16.00,14110
7/21/2015,705001,SERVICIOS PRESTADOS,696,COLEGIO LOS BOSCOS,62,-16.97,-1.00,14110
7/21/2015,2009689,Activity Pack for Simple Machines,696,COLEGIO LOS BOSCOS,62,50.39,1.00,14110
9/30/2015,705001,SERVICIOS PRESTADOS,575,IES JOSE LUIS SAMPEDRO,91,-782,-1.00,14110
9/21/2015,705001,SERVICIOS PRESTADOS,581,INSTITUCION ESCOLAR Y ALEGRE S.L.,85,-0.54,-1.00,14110
9/25/2015,0145544,Pack aula 12 - 4 MINDSTORMS EV3 + ACCESORIOS,786,UNIVERSIDAD DE CASTILLA Y LA MANCHA DEPT. DE SISTEMAS INFORMÁTICOS,88,1652.85,1.00,14110
9/21/2015,2000710,Pack de recanvis LE WeDo 1,581,INSTITUCION ESCOLAR Y ALEGRE S.L.,85,10.72,2.00,14110
10/6/2015,9580,LEGO Education WeDo Construction Set,587,FEDAC GIRONELLA,102,545.05,5.00,14110
10/8/2015,9580,LEGO Education WeDo Construction Set,804,FEDAC ANGLÈS,111,447.4,4.00,14110
10/20/2015,9580,LEGO Education WeDo Construction Set,819,AQUINAS INTERNATIONAL SCHOOL,126,1118.5,10.00,14110
10/22/2015,9580,LEGO Education WeDo Construction Set,823,EL CENTRO INGLÉS SL,130,782.95,7.00,14110
10/8/2015,9656,Early Simple Machines Set,802,COLEGIO SAN JOSÉ URDANETA,110,253.08,2.00,14110
10/8/2015,9660,Early Structures Set,802,COLEGIO SAN JOSÉ URDANETA,110,180.86,2.00,14110
10/6/2015,9686,Simple & Powered Machines Set,587,FEDAC GIRONELLA,102,697.95,5.00,14110
10/6/2015,45517,Transformer 10V DC,575,IES JOSE LUIS SAMPEDRO,104,19.96,1.00,14110
10/6/2015,45517,Transformer 10V DC,797,COLEGIO SANTO DOMINGO SAVIO,101,19.96,1.00,14110
10/22/2015,45517,Transformer 10V DC,823,EL CENTRO INGLÉS SL,130,79.84,4.00,14110
10/6/2015,45544,LEGO® MINDSTORMS Education EV3 Core Set,797,COLEGIO SANTO DOMINGO SAVIO,101,668.9,2.00,14110
10/22/2015,45544,LEGO® MINDSTORMS Education EV3 Core Set,823,EL CENTRO INGLÉS SL,130,2675.6,8.00,14110
10/6/2015,45560,LEGO® MINDSTORMS Education EV3 Expansion Set,575,IES JOSE LUIS SAMPEDRO,104,0,1.00,14110
10/6/2015,705001,SERVICIOS PRESTADOS,587,FEDAC GIRONELLA,102,-64.98,-1.00,14110
10/6/2015,705001,SERVICIOS PRESTADOS,797,COLEGIO SANTO DOMINGO SAVIO,101,-79.07,-1.00,14110
10/6/2015,705001,SERVICIOS PRESTADOS,797,COLEGIO SANTO DOMINGO SAVIO,100,-10.19,-1.00,14110
10/8/2015,705001,SERVICIOS PRESTADOS,802,COLEGIO SAN JOSÉ URDANETA,110,-24.47,-1.00,14110
10/8/2015,705001,SERVICIOS PRESTADOS,804,FEDAC ANGLÈS,111,-44.74,-1.00,14110
10/20/2015,705001,SERVICIOS PRESTADOS,819,AQUINAS INTERNATIONAL SCHOOL,126,-93.08,-1.00,14110
10/22/2015,705001,SERVICIOS PRESTADOS,823,EL CENTRO INGLÉS SL,130,-303.94,-1.00,14110
10/6/2015,2000045,LEGO® MINDSTORMS Education EV3 Software Single License,797,COLEGIO SANTO DOMINGO SAVIO,100,101.89,1.00,14110
10/6/2015,2000045,LEGO® MINDSTORMS Education EV3 Software Single License,797,COLEGIO SANTO DOMINGO SAVIO,101,101.89,1.00,14110
10/20/2015,2000097,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,819,AQUINAS INTERNATIONAL SCHOOL,126,75.41,1.00,14110
10/22/2015,2000097,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,823,EL CENTRO INGLÉS SL,130,75.41,1.00,14110
10/6/2015,2009585,WeDo 8+ Projects Curriculum Pack,587,FEDAC GIRONELLA,102,56.55,1.00,14110
10/8/2015,2009656,Activity Pack for Early Simple Machines,802,COLEGIO SAN JOSÉ URDANETA,110,54.99,1.00,14110
11/12/2015,9580,LEGO Education WeDo Construction Set,516,COL·LEGI MARE DE DEU DEL CARME,146,0,22.00,14110
11/12/2015,9585,LEGO® Education WeDo™ Resource set,516,COL·LEGI MARE DE DEU DEL CARME,146,0,24.00,14110
11/19/2015,45517,Transformer 10V DC,788,COLEGIO CEU SAN PABLO,156,59.37,3.00,14110
11/19/2015,45544,LEGO® MINDSTORMS Education EV3 Core Set,788,COLEGIO CEU SAN PABLO,156,1286,4.00,14110
11/12/2015,705001,SERVICIOS PRESTADOS,516,COL·LEGI MARE DE DEU DEL CARME,146,3295.87,1.00,14110
11/19/2015,705001,SERVICIOS PRESTADOS,788,COLEGIO CEU SAN PABLO,156,-159.98,-1.00,14110
11/19/2015,2000047,LEGO® MINDSTORMS Education EV3 Software Single License DVD,788,COLEGIO CEU SAN PABLO,156,114.38,1.00,14110
11/12/2015,2000097,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,516,COL·LEGI MARE DE DEU DEL CARME,146,0,1.00,14110
11/12/2015,2009585,WeDo 8+ Projects Curriculum Pack,516,COL·LEGI MARE DE DEU DEL CARME,146,0,1.00,14110
12/2/2015,9686,Simple & Powered Machines Set,850,HERMANOS MARISTAS PROVINCIA LEVANTE,175,139.59,1.00,14110
12/21/2015,705001,SERVICIOS PRESTADOS,516,COL·LEGI MARE DE DEU DEL CARME,212,-310.98,-1.00,14110
12/21/2015,705001,SERVICIOS PRESTADOS,516,COL·LEGI MARE DE DEU DEL CARME,212,249.99,1.00,14110
12/21/2015,705001,SERVICIOS PRESTADOS,516,COL·LEGI MARE DE DEU DEL CARME,212,2859.78,22.00,14110
12/2/2015,705001,SERVICIOS PRESTADOS,850,HERMANOS MARISTAS PROVINCIA LEVANTE,175,-11.39,-1.00,14110
12/2/2015,2009686,Introducing Simple & Powered Machines,850,HERMANOS MARISTAS PROVINCIA LEVANTE,175,88.24,1.00,14110
